x,Video Title,Video Reference,Priority Script ,Verbal Hook,Text hook,Caption,Hashtags,Poll Topic,Date recorded,Script,Editing ,Video link,Approved ,With captions,Thumbnail link,Charlotte Socials,,,,View,Like,Comment,Post to socials,Date posted (Pie),Date posted (Char),SEG sales,Date posted (PodCast),Carousel,Carousel doc/ Story ,Figma image files,Carousel Posted,,Video key feedback,Date posted (Char),Date posted (Pie)
Premium brand video ideas,The Tax System Doesn’t Want You to Know This,V176,FALSE,What if I told you there’s something the tax system doesn’t want you to know? (#54),“The Tax System Doesn’t Want You to Know This Secret.”,The traditional tax system? It’s built to confuse. Pie Tax cuts through the noise and makes everything simple. Comment ‘tax’ below to discover the truth.,#tax #finance #entrepreneurship #disrupt #taxrevolution #business #savemoney #wealth #innovation,Poll: Do you think the tax system is designed to be confusing?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Premium brand video ideas,The Future of Tax Filing Is Here,V177A,FALSE,What if I told you the future of tax filing is already here? (#277),“The Future of Tax Filing Is Here. Are You Ready?”,"Fast, futuristic, and smart. The future of tax filing is already here with Pie Tax. Comment ‘tax’ below to step into the future of your finances.",#tax #finance #futuristic #entrepreneurship #innovation #taxhelp #wealth #business #technology #future,Poll: Do you think tax filing should be faster and smarter?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Tax Bill You’ll Love,V177B,FALSE,"If you haven’t heard this yet, you’re behind…",“You Won’t Believe Your Tax Bill”,You’re missing out if you haven’t heard this yet—file your tax return for £0 with Pie Tax! Why pay for what should be free? 💸 Comment ‘tax’ to get started! #FreeTaxFiling #TaxRelief #FinanceHacks 💼*,#FileForFree #FinanceFreedom #BusinessGrowth #EntrepreneurLife #TaxReturnHelp,Did you know you could file your tax return for £0?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The £500 Mistake,V178,FALSE,I bet you didn’t know this about…,“Avoid This Common £500 Tax Filing Mistake”,Are you about to make a £500 mistake? I bet you didn’t know you could file your tax return for free with Pie Tax! 💰 Comment ‘tax’ below to learn more! #FreeTaxFiling #MoneySavingTips 🏦*,#TaxMistake #FinanceFreedom #BusinessTips #EntrepreneurLife #WealthManagement,Have you ever overpaid to file your taxes?,05/11/24,,,https://drive.google.com/file/d/1PM9F7SwD6463zhrxmejazMc8RrDh9kLj/view?usp=drive_link,TRUE,V178,V178 T,FALSE,TRUE,FALSE,FALSE,,,,https://docs.google.com/document/d/1oeEA0liHZ-Naz9eFdbmfgeADqhYx4T7Gekt5LpoLxgg/edit?usp=drivesdk,1/19/2026,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Free Tax Challenge,V179,FALSE,I can’t believe more people aren’t talking about…,Take the Free Tax Filing Challenge!,"More people should be talking about this—file your tax return for free with Pie Tax! It’s easy, fast, and completely free. 💼💸 Comment ‘tax’ below to take the challenge! #FreeTaxChallenge #FinanceFreedom",#ChallengeAccepted #TaxFree #BusinessGrowth #EntrepreneurLife #FinanceHacks,Do you think you could file your taxes for free?,05/11/24,,,https://drive.google.com/file/d/1GGfJRd2A5HVNhe_gG2rNjq0tSFKzlk52/view?usp=drive_link,TRUE,V179,V179 T,TRUE,TRUE,FALSE,TRUE,18.5k,583,3,https://docs.google.com/document/d/1bjTv5v72YfYnKmdemNp_eMr4lK202lplUyMPlAUQkGk/edit?usp=drivesdk,6/29/2025,20/4/2025,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Real Price of Filing,V180,FALSE,This is the real reason why…,“The Real Price of Filing Taxes: What You Don’t Know”,This is the real reason why you’ve been overpaying to file your taxes—because you didn’t know about Pie Tax! File for £0 today and save big! 💸💼 Comment ‘tax’ below! #TaxSavings #FinanceHelp*,#TaxCosts #FreeFiling #EntrepreneurLife #WealthBuilding #MoneyManagement,How much have you paid to file taxes in the past?,05/11/24,,,https://drive.google.com/file/d/1X-awgXjjjOIbaVk3ZThgMz7yTFdJeTsl/view?usp=drive_link,TRUE,https://drive.google.com/file/d/1Lt5nbEcuOk1TU93pZ1C9Y1RISsuCNCfE/view?usp=drive_link,V180 T,FALSE,TRUE,FALSE,TRUE,,,,,4/27/2025,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,£0 – Because That’s All It Costs,V181,FALSE,Wait until you hear this…,“What Does Filing Taxes Really Cost?”,"Wait until you hear this—filing your tax return can cost £0 with Pie Tax! That’s right, file for free today and keep your money. 🤑💼 Comment ‘tax’ to get started! #FreeTaxFiling #FinanceFreedom*",#NoMoreFees #TaxFree #EntrepreneurLife #WealthManagement #BusinessGrowth,Should tax filing always be free?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Hidden Tax Costs,V182,FALSE,You’ve been lied to about…,“The Hidden Costs of Filing Taxes You Never Knew About”,"You’ve been lied to about tax filing costs—there are hidden fees everywhere! But not with Pie Tax, where it’s £0. Save your money today! 💸📝 Comment ‘tax’ below! #HiddenFees #FreeTaxFiling #FinanceFreedom*",#TaxSecrets #FileForFree #BusinessGrowth #EntrepreneurLife #WealthBuilding,Have you ever been hit by hidden fees when filing taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,Breaking Free from Fees,V183,FALSE,What no one tells you about…,“Break Free from Tax Filing Fees Today”,What no one tells you about filing taxes—there’s a way to file for free! Break free from the fees with Pie Tax. 💰✂️ Comment ‘tax’ below to learn how! #NoMoreFees #TaxFreedom #FinanceTips 💼*,#FreeTaxHelp #EntrepreneurLife #BusinessFreedom #MoneySavingTips #WealthManagement,Do you feel trapped by fees when filing your taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The £0 Magic Trick,V184,FALSE,The biggest mistake you’re making is…,“The £0 Magic Trick: Filing Taxes for Free”,"The biggest mistake you’re making is paying to file your taxes! With Pie Tax, you can file for £0 and save your money. 🧙‍♂️💸 Comment ‘tax’ to learn the magic trick! #MagicMoney #FreeTaxFiling*",#NoMoreFees #FinanceFreedom #BusinessGrowth #EntrepreneurLife #WealthBuilding,Would you like to make your tax filing fees disappear?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,How Much Did You Pay?,V185,FALSE,You won’t believe what I just found…,“How Much Did You Pay to File Taxes Last Year?”,"You won’t believe what I just found—there’s a way to file your tax return for £0! With Pie Tax, it’s completely free. 🤑💼 Comment ‘tax’ below to get started! #FreeTaxHelp #MoneySaver #TaxTips 💸*",#SaveMoney #EntrepreneurLife #WealthManagement #BusinessGrowth #TaxHelp,How much did you pay to file your taxes last year?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,Pie Tax vs. Traditional Costs,V186,FALSE,Here’s what they don’t want you to know…,“Traditional Tax Costs vs. Pie Tax: What They Don’t Want You to Know”,"Here’s what they don’t want you to know—traditional tax filing services cost you money, but Pie Tax is £0. File your return for free today. 🤑💼 Comment ‘tax’ below to get started! #TaxCosts #FinanceFreedom*",#FreeTaxFiling #EntrepreneurLife #WealthBuilding #BusinessGrowth #MoneyMatters,Would you rather file taxes for free or pay hundreds?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,You’ve Been Wasting Money All This Time,V187,FALSE,You’ve been wasting money all this time…,“You’re Wasting £186 a Year on Tax Filing!”,You’ve been wasting money on tax filing software like QuickBooks when Pie Tax lets you file for free. Stop overpaying and start saving today! 💸💼 Comment ‘tax’ below to learn more. #SaveMoney #FreeFiling*,#QuickBooks #Sage #Xero #TaxSaving #FileForFree #EntrepreneurLife #BusinessGrowth,Have you ever paid more than £100 to file your taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,Stop Paying for What Should Be Free,V188,FALSE,Stop paying for what should be free…,“Stop Paying £186 to File Taxes—File for Free Instead”,Why are you paying for tax filing when Pie Tax offers it for free? Save your money and file your taxes for £0 today! 🤑💼 Comment ‘tax’ to learn how! #FreeTaxFiling #FinanceFreedom #Entrepreneurship*,#TaxSavings #FreeTaxHelp #QuickBooksCosts #BusinessGrowth #WealthManagement #SaveMoney,Would you stop paying if you could file taxes for free?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,What If I Told You Filing Your Taxes Could Be Free?,V189,FALSE,What if I told you filing your taxes could be free?,“Stop Paying for QuickBooks! File for Free Instead”,"What if you could file your tax return for £0? With Pie Tax, you can! Stop paying for QuickBooks, Xero, or Sage and save today. 💸💼 Comment ‘tax’ below to learn more! #FreeTaxHelp #MoneyTips*",#QuickBooksCosts #SageFees #SaveMoney #FreeFiling #EntrepreneurLife #WealthBuilding #TaxSavings,Would you switch to a free tax filing service if you knew it worked just as well?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,You Won’t Believe What I Just Found,V190,FALSE,You won’t believe what I just found…,“Why Pay £240 for Sage When You Can File for Free?”,You won’t believe what I just found—there’s a way to file your tax return for £0! Stop overpaying on Sage and switch to Pie Tax today. 🤑 Comment ‘tax’ below to learn more! #FreeTaxFiling #SaveMoney*,#FreeFiling #FinanceFreedom #SaveOnTaxes #QuickBooksFees #EntrepreneurLife #WealthTips #BusinessGrowth,Have you ever paid for tax filing software?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,Why Are You Still Paying for This?,V191,FALSE,Why are you still paying for this…,“Why Pay £186 for QuickBooks When You Can File for Free?”,Why are you still paying for QuickBooks or Xero when you could file your tax return for free with Pie Tax? 💼💸 Comment ‘tax’ below to save today! #QuickBooksCosts #TaxFreeFiling #BusinessHacks 💼*,#FreeTaxHelp #TaxSavings #BusinessGrowth #QuickBooksFees #WealthManagement #EntrepreneurTips #SaveMoney,Would you stop paying for QuickBooks or Sage if you could file for free instead?,,,,,FALSE,,https://drive.google.com/file/d/1qB2sKu-woUqK5jgZVs0heX2jzksMiirz/view?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,You’ve Been Overpaying for Years,V192,FALSE,You’ve been overpaying for years…,“You’ve Been Overpaying £500 Every Year!”,You’ve been overpaying hundreds on tax filing with an accountant. Switch to Pie Tax and file for £0 today! 💸💼 Comment ‘tax’ below to save now! #FreeTaxFiling #SaveMoney #FinanceFreedom*,#Overpaying #TaxSavings #FreeTaxHelp #EntrepreneurLife #BusinessGrowth #AccountantFees,Have you ever paid over £400 to file your taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,What No One Tells You About Traditional Accountants,V193,FALSE,What no one tells you about…,“What No One Tells You About Accountants”,What no one tells you about traditional accountants—they charge up to £500 just to file your taxes! Use Pie Tax and file for free instead. 🤑💼 Comment ‘tax’ below to learn how! #AccountantFees*,#FreeFiling #TaxHelp #FinanceFreedom #AccountantsVsPieTax #EntrepreneurLife #WealthTips,Did you know you can file for £0 instead of paying an accountant?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Biggest Mistake You’re Making,V194,FALSE,The biggest mistake you’re making is…,“The Biggest Mistake Is Paying £500 for Taxes”,The biggest mistake you’re making is paying £500 to file your tax return! Use Pie Tax to file for £0 today. 💸💼 Comment ‘tax’ below to learn more! #StopOverpaying #FreeTaxHelp #SaveMoney*,#AccountantFees #FreeFiling #TaxSavings #FinanceFreedom #EntrepreneurLife #BusinessGrowth,Would you switch from your accountant if you could file for £0?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,You Won’t Believe What I Just Found,V195,FALSE,You won’t believe what I just found…,“Stop Paying £500 to File Your Taxes”,You won’t believe what I just found—Pie Tax lets you file your tax return for free. No more paying £500 to accountants! 🤑💼 Comment ‘tax’ below to get started! #FreeTaxFiling #SaveMoney #TaxHelp*,#AccountantCosts #TaxSavings #FileForFree #FinanceHelp #EntrepreneurTips #WealthManagement #BusinessGrowth,Have you ever paid over £400 for a tax return?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,You’re Wasting Money Without Knowing It,V196,FALSE,You’re wasting money without knowing it…,“Stop Wasting £450 on Accountants! File for Free Instead”,You’re wasting £450 a year without knowing it—stop paying for an accountant and switch to Pie Tax for free. 💸💼 Comment ‘tax’ below to save today! #FreeTaxHelp #TaxSavings #SaveMoney #BusinessHacks*,#StopWastingMoney #FreeFiling #AccountantFees #FinanceFreedom #EntrepreneurLife #TaxTips #WealthManagement,Would you stop using your accountant if you could save £500 a year?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Heavy Weight You Don’t Need to Carry,V197,FALSE,You’ve been carrying this around for too long…,“Why Carry the Weight of Tax Filing Alone?”,You’ve been carrying the burden of tax filing for too long. Let Pie Tax lighten the load—file easily and with peace of mind. 💼 Comment ‘peace’ below to learn more! #TaxHelp #FileWithEase 💡*,#HeavyTaxLoad #FileForFree #FinanceHelp #TaxRelief #StressFreeTax #PieTax,Would you switch to an app that makes tax filing feel lighter and easier?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Tax Maze You’ll Never Get Lost In,V198,FALSE,Don’t get lost in the maze…,“Stop Getting Lost in the Tax Filing Maze!”,Don’t get lost in the maze of tax filing—Pie Tax turns it into a straight path. File easily and never feel lost again! 💼 Comment ‘peace’ below! #TaxHelp #FileWithConfidence #StressFree*,#TaxMaze #FileWithEase #TaxRelief #FinanceFreedom #BusinessHelp #TaxFilingMadeEasy,Have you ever felt lost trying to file your taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,Say Goodbye to the Tax-Time Jitters,V199,FALSE,Are you feeling anxious about this?,“Feeling the Tax-Time Jitters? Here’s the Solution”,"Feeling anxious about the upcoming tax deadline? With Pie Tax, there’s no need to worry—file your return in minutes! 🕒 Comment ‘peace’ below to get started! #TaxHelp #FileWithoutStress 💡*",#TaxTimeJitters #StressFreeTax #FileWithPie #FinanceHelp #BusinessTax #FileForFree,Do tax deadlines make you anxious?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Calm Before the Deadline,V200,FALSE,Here’s how to stay calm before the storm…,“How to Stay Calm During Tax Deadlines”,Tax deadlines coming up? Stay calm and file your return quickly and easily with Pie Tax! 💼 Comment ‘peace’ below for a stress-free tax filing experience! #TaxDeadline #FileWithoutWorry 💡*,#TaxDeadline #FileWithEase #TaxHelp #StayCalm #PieTax #BusinessHelp,Do you panic before tax deadlines?,14/11/24,,,https://drive.google.com/file/d/1cygbYueeaRoSRxHhbCBY8fjNYx_01cUZ/view?usp=drive_link,TRUE,,https://drive.google.com/file/d/1Vt_6SfsZZq0ITLkQGkLEj0Vqo2aRYdLE/view?usp=drive_link,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
sales video,The Tax Cloud That’s Gone in Seconds,V201,FALSE,Clear this cloud of confusion…,“Clear the Tax Cloud of Confusion with Pie Tax”,Feeling confused about filing taxes? Clear the cloud of confusion with Pie Tax and file your return with ease. ☁️💼 Comment ‘peace’ below to get started! #TaxHelp #ClearTheConfusion #PieTax*,#TaxConfusion #FileWithClarity #StressFreeTax #FinanceHelp #ClearYourTaxes #BusinessGrowth,Have you ever been confused while filing your taxes?,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
Tax tip / how to,Best to Worst Tax Reliefs You Can Claim,V201,FALSE,The ultimate guide to...,"""Top 5 Tax Refunds You Must Claim This Year!""","""🎯 Want to maximi'se your tax savings? From uniform tax relief to mileage claims, I'm breaking down the best to worst tax reliefs you can claim. Don't miss out on these savings! 💸 Comment ‘tax’ below for more tips on how to boost your refund today! 💼 #PieTax #TaxTips #TaxRelief #MoneyHacks #WealthBuilding #Entrepreneurship #Finance #SelfAssessment #TaxRefund #UKBusiness""",,📊 Poll: Which tax relief do you think is the most beneficial? 1) Uniform Tax Relief 2) Mileage Claims 3) Working from Home Relief,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,FALSE,,FALSE,,,FALSE,FALSE,,,
